name,ingredients,nutrition,steps,meal_type,allergen,equipment_needed,method,protein,calories,carbs,fiber,prep_time,cook_time,fat,bucket,timing,dietary,allergens,equipment,health_tags,effort_tags,flavor_tags
Classic Chickpea Stew,chickpeas olive oil garlic lemon salt pepper onion broth,Protein 31.3g Calories 343.7,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,31.3,343.7,44.6,7.7,15,60,7.9,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Slow Burn', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Sour', 'Warm & Soupy', 'Comfort Food', 'Sick Day']"
Spicy Chicken Breast,chicken breast olive oil salt pepper garlic,Protein 26.9g Calories 600.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.9,600.6,38.1,4.7,10,20,19.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Spicy']"
Grilled Salmon Steak (Variation 2),beef olive oil salt pepper garlic,Protein 27.0g Calories 688.6,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,27.0,688.6,5.1,1.6,10,15,30.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food', 'Date Night']"
Roasted Turkey Breast (Variation 2),ground turkey onion garlic salt pepper,Protein 46.2g Calories 331.7,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,46.2,331.7,10.9,4.3,15,25,9.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']",['Protein High'],['Fresh Run'],['Savory']
Baked Salmon Stir-Fry,fish lemon olive oil salt pepper,Protein 24.3g Calories 550.7,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,24.3,550.7,18.2,3.0,15,25,15.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Oven', '没有No-Cook']",['Compact Fuel'],['Fresh Run'],"['Savory', 'Sour', 'Date Night']"
Roasted Lamb Roast,,Protein 33.0g Calories 546.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,33.0,546.8,10.2,3.4,15,25,10.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],['Savory']
Herb Chicken Meatballs,chicken breast olive oil salt pepper garlic,Protein 28.9g Calories 609.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,28.9,609.1,20.4,5.2,10,20,9.0,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']",['Savory']
Roasted Turkey Cutlets,ground turkey onion garlic salt pepper,Protein 36.2g Calories 417.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Microwave,Microwave,36.2,417.8,15.3,5.6,5,6,11.3,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Microwave', '没有No-Cook']",['Protein High'],"['Microwave-Only', 'Lightning', 'Brainless', 'Fresh Run', 'Portable']",['Savory']
Smoky Lamb Cutlets,,Protein 38.6g Calories 663.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,38.6,663.0,36.6,2.5,10,20,24.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Baked Chickpea Stew (Variation 2),chickpeas olive oil garlic lemon salt pepper onion broth,Protein 22.8g Calories 348.7,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,22.8,348.7,43.8,2.6,15,25,10.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']",['Stable Energy'],['Fresh Run'],"['Savory', 'Sour', 'Warm & Soupy', 'Comfort Food', 'Sick Day']"
Herb Tofu Bowl (Variation 2),tofu soy sauce garlic ginger sesame oil,Protein 37.1g Calories 469.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,37.1,469.1,36.1,4.8,10,20,11.9,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'Fresh Run']",['Savory']
Honey Mustard Turkey Casserole,ground turkey onion garlic salt pepper,Protein 39.0g Calories 813.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,39.0,813.7,57.8,4.4,10,20,19.4,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Smoky Black Bean Bowl (Variation 4),,Protein 31.8g Calories 657.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,31.8,657.9,22.1,1.2,10,20,8.2,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']",['Savory']
Honey Mustard Cod Skewers,fish lemon olive oil salt pepper,Protein 31.1g Calories 545.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,31.1,545.5,24.9,3.6,10,20,18.2,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Roasted Lamb Meatballs (Variation 2),,Protein 45.2g Calories 382.6,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,45.2,382.6,7.8,4.6,15,25,19.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Keto Friendly']",['Fresh Run'],['Savory']
Baked Shrimp Meatballs,shrimp garlic olive oil salt pepper lemon,Protein 29.0g Calories 484.0,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Shellfish,Oven,Bake,29.0,484.0,13.9,5.3,15,25,26.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Oven', '没有No-Cook']",['Stable Energy'],['Fresh Run'],"['Savory', 'Sour', 'Comfort Food']"
Baked Black Bean Bowl (Variation 2),,Protein 22.0g Calories 700.4,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,22.0,700.4,26.3,4.4,15,25,26.7,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']",['Compact Fuel'],['Fresh Run'],"['Savory', 'Comfort Food']"
Lemon Garlic Pork Chops (Variation 2),pork salt pepper onion garlic,Protein 37.9g Calories 664.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,37.9,664.7,9.5,0.4,10,20,31.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian', 'Halal', 'Kosher']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Spicy Chickpea Stew (Variation 2),chickpeas olive oil garlic lemon salt pepper onion broth,Protein 36.0g Calories 257.2,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,36.0,257.2,50.9,7.6,15,60,14.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Slow Burn', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Spicy', 'Sour', 'Warm & Soupy', 'Comfort Food']"
Honey Mustard Beef Casserole (Variation 2),beef olive oil salt pepper garlic,Protein 39.4g Calories 606.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,39.4,606.6,58.4,3.7,10,20,13.5,Complete Meal,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food']"
Lemon Garlic Beef Breast,beef olive oil salt pepper garlic,Protein 24.2g Calories 648.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,24.2,648.0,22.7,5.8,10,20,17.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Sour']"
Smoky Lamb Bowl,,Protein 29.8g Calories 414.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,29.8,414.7,12.6,4.2,10,20,25.6,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Roasted Salmon Breast,fish lemon olive oil salt pepper,Protein 31.5g Calories 614.1,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,31.5,614.1,10.9,1.2,15,25,9.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']",['Fresh Run'],"['Savory', 'Sour', 'Date Night']"
Honey Mustard Salmon Meatballs,fish lemon olive oil salt pepper,Protein 39.5g Calories 594.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,39.5,594.4,6.2,2.8,10,20,21.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Sour', 'Comfort Food', 'Date Night']"
Roasted Turkey Chops,ground turkey onion garlic salt pepper,Protein 28.2g Calories 705.9,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,28.2,705.9,12.3,0.7,15,25,13.8,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Oven', '没有No-Cook']",['Compact Fuel'],['Fresh Run'],['Savory']
Spicy Mushroom Risotto,,Protein 46.8g Calories 594.4,Gather and measure all ingredients. Preheat and set up your workstation. Prepare the main component carefully. Prep the sauce or mixture separately. Combine components in the correct order. Cook while monitoring temperature and texture. Adjust seasoning in small increments. Rest the dish to set flavors and structure. Plate neatly and serve immediately.,Lunch Dinner,,Stove,Cook,46.8,594.4,27.9,5.0,10,20,8.9,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Focus Required', 'Fresh Run']","['Savory', 'Spicy', 'Creamy', 'Date Night']"
Honey Mustard Shrimp Cutlets (Variation 2),shrimp garlic olive oil salt pepper lemon,Protein 24.7g Calories 484.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Shellfish,Microwave,Microwave,24.7,484.1,9.9,3.1,5,6,26.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Kosher']",['Contains Shellfish'],"['没有Microwave', '没有No-Cook']",['Keto Friendly'],"['Microwave-Only', 'Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Comfort Food']"
Grilled Pork Steak,beef olive oil salt pepper garlic,Protein 22.9g Calories 716.3,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,22.9,716.3,16.2,4.5,10,15,17.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Date Night']"
Spicy Beef Cutlets,beef olive oil salt pepper garlic,Protein 35.9g Calories 419.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,35.9,419.9,32.2,0.1,10,20,11.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Spicy']"
Classic Beef Meatballs,beef olive oil salt pepper garlic,Protein 51.5g Calories 637.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,51.5,637.9,5.2,2.2,10,20,25.7,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Baked Lentil Soup (Variation 2),lentils onion carrot celery garlic broth,Protein 18.7g Calories 452.9,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,18.7,452.9,47.5,2.5,15,25,6.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']",['Quick Fuel'],['Fresh Run'],"['Savory', 'Warm & Soupy', 'Comfort Food']"
Brussels Sprouts,,Protein 35.3g Calories 397.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,35.3,397.1,5.2,5.0,10,20,20.6,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Zesty Brussels Sprouts,,Protein 27.0g Calories 504.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,27.0,504.4,23.0,2.4,10,20,26.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Zesty Baked Potato,,Protein 42.5g Calories 733.4,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,,Oven,Bake,42.5,733.4,6.9,1.1,15,25,19.8,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Oven', '没有No-Cook']","['Protein High', 'Keto Friendly', 'Compact Fuel']",['Fresh Run'],['Savory']
Herb Green Beans,,Protein 40.6g Calories 404.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,40.6,404.4,9.8,2.5,10,20,24.4,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Garlic Brussels Sprouts,,Protein 26.1g Calories 700.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.1,700.9,8.0,3.2,10,20,25.7,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Keto Friendly', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Herb Caesar Salad,romaine lettuce cucumber tomato olive oil vinegar parmesan cheese croutons caesar dressing,Protein 27.8g Calories 366.7,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Gluten Dairy,,No-Cook,27.8,366.7,23.6,8.8,5,0,12.5,Main Dish,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']",[],"['Protein High', 'Volume Eater']","['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Crunchy', 'Creamy', 'Clean / Detox']"
Garlic Garden Salad,romaine lettuce cucumber tomato olive oil vinegar,Protein 26.1g Calories 286.0,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,,,No-Cook,26.1,286.0,18.0,6.3,5,0,13.0,Main Dish,"['Lunch', 'Dinner']",[],[],[],['Protein High'],"['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Clean / Detox']"
Herb Mashed Potatoes,,Protein 28.6g Calories 447.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,28.6,447.6,35.8,0.4,10,20,25.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Roasted Veggies,,Protein 24.5g Calories 418.3,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Breakfast,,Oven,Bake,24.5,418.3,14.3,2.9,15,25,26.0,Breakfast,['Breakfast'],[],[],"['没有Oven', '没有No-Cook']",['Stable Energy'],['Fresh Run'],"['Savory', 'Comfort Food']"
Light Caesar Salad,romaine lettuce cucumber tomato olive oil vinegar parmesan cheese croutons caesar dressing,Protein 20.5g Calories 186.0,"Prep the ingredients and a serving bowl. Combine everything and toss until evenly coated. Taste and adjust seasoning, then serve.",Lunch Dinner,Gluten Dairy,,No-Cook,20.5,186.0,13.3,11.4,5,0,20.7,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']",[],"['Protein High', 'Volume Eater']","['Lightning', 'Fresh Run', 'Portable']","['Savory', 'Sour', 'Crunchy', 'Creamy', 'Comfort Food']"
Herb Tomato Soup,onion garlic broth,Protein 37.9g Calories 242.4,"Sauté aromatics in a pot until fragrant. Add main ingredients and liquid, then bring to a simmer. Cook until tender, stirring occasionally. Season to taste and serve warm.",Lunch Dinner,,Stove,Simmer,37.9,242.4,23.8,8.4,10,25,19.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Volume Eater']","['Quick Fix', 'One-Pot', 'Fresh Run', 'Meal Prep']","['Savory', 'Warm & Soupy', 'Sick Day']"
